,GOOGL US Equity,FB US Equity,MSFT US Equity,UCG IM Equity,TMUS US Equity,BABA US Equity,9984 JP Equity,000660 KS Equity,KKR US Equity,ANTM US Equity,PYPL US Equity,IQV US Equity,LKQ US Equity,WLTW US Equity,AIR FP Equity,CTSH US Equity,BAC US Equity,LNC US Equity,AENA SM Equity,CMCSA US Equity,FLT US Equity,700 HK Equity,ADBE US Equity,FAF US Equity,HSY US Equity,3026 TT Equity,ZS US Equity,ZUO US Equity,2327 TT Equity,TRVG US Equity,2492 TT Equity,CBLK US Equity,SBH US Equity,BATS LN Equity,DF US Equity,TGT US Equity,AEO US Equity,DOCU US Equity,DLX US Equity,HIBB US Equity,PS US Equity,CDAY US Equity,6753 JP Equity,ENPH US Equity,EIF CN Equity,CM CN Equity,QD US Equity,NA CN Equity,AVLR US Equity,WDI GY Equity,CLX US Equity,DIGI MK Equity,BPY US Equity,CHD US Equity,FL US Equity,MO US Equity,ELLI US Equity,RMG LN Equity,WPG US Equity,K US Equity,DG US Equity,OZK US Equity,WAT US Equity,FLT AU Equity,SWCH US Equity,HFG GR Equity,SSYS US Equity,NPK US Equity,IWM US Equity,CAKE US Equity,RGR US Equity,AGN NA Equity,RLI US Equity,AAOI US Equity,001820 KS Equity,SSTK US Equity,NTRI US Equity,MAXIS MK Equity,CWB CN Equity,MYGN US Equity,AMN US Equity,HRL US Equity,4062 JP Equity,SPG US Equity,GSKY US Equity,SPY US Equity,QQQ US Equity
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2/3/2011,305.371,#N/A N/A,27.65,60.8955,25.82,#N/A N/A,2874,29650,16.61,64.39,#N/A N/A,#N/A N/A,12.07,98.3574,20.76,37.44,14.43,29.96,#N/A N/A,11.605,30,41.68,33.53,16.26,50.49,75.82,#N/A N/A,#N/A N/A,107.44,#N/A N/A,27.55,#N/A N/A,14.37,2388,9.6263,54.0575,14.7,#N/A N/A,25.64,30.97,#N/A N/A,#N/A N/A,8350,#N/A N/A,19.73,77.71,#N/A N/A,35.29,#N/A N/A,11.65,63.75,2.546,#N/A N/A,17.175,17.76,24.05,#N/A N/A,#N/A N/A,#N/A N/A,52.52,27.45,10.975,75.54,23.92,#N/A N/A,#N/A N/A,34.23,126.09,79.728,30.39,15.41,5.51,27.715,#N/A N/A,10150,#N/A N/A,19.1,5.36,30.07,19.93,5.96,12.5475,2641,98.443,#N/A N/A,130.78,57.0575
2/4/2011,305.786,#N/A N/A,27.77,62.1828,25.9,#N/A N/A,2976,29650,16.99,65.07,#N/A N/A,#N/A N/A,12.215,99.3375,20.335,37.71,14.29,30.9,#N/A N/A,11.6355,29.99,41.68,33.36,15.72,50.49,75.82,#N/A N/A,#N/A N/A,107.44,#N/A N/A,27.55,#N/A N/A,14.53,2389,9.6356,54.27,14.86,#N/A N/A,25.52,31.975,#N/A N/A,#N/A N/A,8790,#N/A N/A,19.6,77.88,#N/A N/A,35.385,#N/A N/A,11.65,65.66,2.546,#N/A N/A,17.1875,18.34,24,#N/A N/A,#N/A N/A,#N/A N/A,53.42,27.47,10.92,75.37,23.93,#N/A N/A,#N/A N/A,34.23,126.67,79.87,30.37,15.44,5.585,27.685,#N/A N/A,10150,#N/A N/A,19.01,5.36,30.19,19.7025,6.16,12.65,2689,97.286,#N/A N/A,131.15,57.375
2/7/2011,307.445,#N/A N/A,28.1975,62.9089,25.7,#N/A N/A,2961,29700,16.78,64.11,#N/A N/A,#N/A N/A,12.395,99.3905,20.85,37.36,14.67,31.02,#N/A N/A,11.77,30.51,40.64,33.56,15.66,49.8,75.82,#N/A N/A,#N/A N/A,107.44,#N/A N/A,27.55,#N/A N/A,14.28,2444,9.6356,54.8,14.83,#N/A N/A,25.66,32.39,#N/A N/A,#N/A N/A,8850,#N/A N/A,19.66,78.39,#N/A N/A,35.905,#N/A N/A,11.9,65.71,2.548,#N/A N/A,17.46,18.43,24.06,#N/A N/A,#N/A N/A,#N/A N/A,53.25,27.9,10.9675,76.13,23.41,#N/A N/A,#N/A N/A,34.82,129.02,80.66,29.96,15.62,5.579,27.87,#N/A N/A,10300,#N/A N/A,19.01,5.33,30.38,19.48,6.09,12.6275,2741,98.753,#N/A N/A,131.97,57.65
2/8/2011,309.49,#N/A N/A,28.2825,61.7537,25.98,#N/A N/A,2930,30150,16.29,65.28,#N/A N/A,#N/A N/A,12.52,99.8143,21.165,38.365,14.61,30.99,#N/A N/A,11.83,31.16,38.76,33.57,15.78,50.25,75.61,#N/A N/A,#N/A N/A,106.38,#N/A N/A,27.89,#N/A N/A,14.2,2427,9.8123,55.39,14.68,#N/A N/A,26.23,32.78,#N/A N/A,#N/A N/A,8810,#N/A N/A,19.63,78.76,#N/A N/A,35.96,#N/A N/A,11.93,66.53,2.55,#N/A N/A,17.8125,18.62,24.13,#N/A N/A,#N/A N/A,#N/A N/A,53.29,28,10.875,76.85,23.15,#N/A N/A,#N/A N/A,36.1,129.86,81.23,30.49,15.7,5.66,27.975,#N/A N/A,10300,#N/A N/A,19.3,5.39,31.02,19.48,6.21,12.73,2753,99.919,#N/A N/A,132.57,58.025
2/9/2011,308.549,#N/A N/A,27.97,61.5226,26,#N/A N/A,2987,29550,16.24,65.25,#N/A N/A,#N/A N/A,12.57,100.9004,20.89,37.11,14.64,31.03,#N/A N/A,11.765,31.28,38.16,33.01,15.84,50.44,74.9,#N/A N/A,#N/A N/A,103.92,#N/A N/A,27.07,#N/A N/A,14.11,2403.5,9.5798,55.01,14.69,#N/A N/A,26.36,31.86,#N/A N/A,#N/A N/A,8720,#N/A N/A,19.5,78.7,#N/A N/A,36.05,#N/A N/A,11.87,66.14,2.562,#N/A N/A,18,18.5,24.15,#N/A N/A,#N/A N/A,#N/A N/A,53.1,27.91,10.75,77.91,23.4,#N/A N/A,#N/A N/A,41.08,128.66,80.87,30.5,15.62,5.629,27.985,#N/A N/A,10200,#N/A N/A,19.48,5.46,30.68,18.955,6.45,12.745,2739,99.909,#N/A N/A,132.269,57.93
2/10/2011,308.519,#N/A N/A,27.5,61.0606,25.68,#N/A N/A,2997,28800,16.17,65.36,#N/A N/A,#N/A N/A,12.69,100.662,20.98,37.675,14.49,31.05,#N/A N/A,11.89,31.27,37.48,33.57,15.66,49.71,75.1,#N/A N/A,#N/A N/A,104.27,#N/A N/A,26.8,#N/A N/A,13.91,2401,9.3194,54.56,16.03,#N/A N/A,25.71,31.32,#N/A N/A,#N/A N/A,8700,#N/A N/A,19.37,79.95,#N/A N/A,36.315,#N/A N/A,11.95,66.25,2.574,#N/A N/A,17.805,18.57,24.09,#N/A N/A,#N/A N/A,#N/A N/A,52.81,27.65,10.6625,79.46,23.15,#N/A N/A,#N/A N/A,42.81,128.57,81.19,30.37,15.48,5.563,27.885,#N/A N/A,10100,#N/A N/A,19.6,5.46,30.81,19.08,6.82,12.7175,2739,100.05,#N/A N/A,132.321,58.021
2/11/2011,312.553,#N/A N/A,27.25,61.4896,26.12,#N/A N/A,2997,28800,16.08,65.25,#N/A N/A,#N/A N/A,12.865,101.8805,21.765,37.75,14.77,31.75,#N/A N/A,11.9988,31.51,39.46,33.67,15.65,50.01,73.47,#N/A N/A,#N/A N/A,105.33,#N/A N/A,25.31,#N/A N/A,13.95,2423.5,9.2729,54.39,16.18,#N/A N/A,25.93,31.6,#N/A N/A,#N/A N/A,8700,#N/A N/A,19.3,79.76,#N/A N/A,36.255,#N/A N/A,11.905,71.26,2.56,#N/A N/A,18.23,18.59,24.44,#N/A N/A,#N/A N/A,#N/A N/A,53.09,27.24,10.9125,79.87,22.87,#N/A N/A,#N/A N/A,44.34,129.45,82.07,29.32,15.62,5.559,28.075,#N/A N/A,9860,#N/A N/A,19.98,5.36,30.91,19.01,6.71,12.825,2739,100.756,#N/A N/A,133.11,58.44
2/14/2011,314.379,#N/A N/A,27.23,60.9285,26.62,#N/A N/A,3055,29700,16.27,65.94,#N/A N/A,#N/A N/A,12.86,101.9865,21.73,38.19,14.89,31.48,#N/A N/A,11.935,31,40.52,33.86,15.55,49.77,72.96,#N/A N/A,#N/A N/A,108.5,#N/A N/A,25.72,#N/A N/A,13.93,2403,9.1613,53.63,16.08,#N/A N/A,25.92,31.27,#N/A N/A,#N/A N/A,8930,#N/A N/A,19.45,80.39,#N/A N/A,36.635,#N/A N/A,11.99,66.85,2.59,#N/A N/A,18.0825,18.42,24.49,#N/A N/A,#N/A N/A,#N/A N/A,53.48,26.85,10.86,80.2,23.21,#N/A N/A,#N/A N/A,45.3,128.27,82.49,29.49,15.68,5.499,28.065,#N/A N/A,9780,#N/A N/A,19.95,5.44,31.02,19.24,6.89,12.91,2730,100.633,#N/A N/A,133.43,58.58
2/15/2011,312.377,#N/A N/A,26.96,62.9089,26.76,#N/A N/A,3160,29750,16.27,65.94,#N/A N/A,#N/A N/A,12.79,102.7812,21.84,38.25,14.77,31.64,#N/A N/A,12.08,31,40.48,33.94,15.7,49.71,72.45,#N/A N/A,#N/A N/A,108.14,#N/A N/A,26.46,#N/A N/A,13.59,2424,9.1055,53.86,15.79,#N/A N/A,25.55,31.26,#N/A N/A,#N/A N/A,9100,#N/A N/A,19.5,80.5,#N/A N/A,36.595,#N/A N/A,11.825,66.62,2.59,#N/A N/A,18.075,18.4,24.48,#N/A N/A,#N/A N/A,#N/A N/A,53,26.93,10.73,79.9,23,#N/A N/A,#N/A N/A,44.48,125.66,82.018,29.59,15.49,5.512,28.045,#N/A N/A,9930,#N/A N/A,19.87,5.44,30.89,19.39,6.7,12.93,2753,100.464,#N/A N/A,133.01,58.5
2/16/2011,312.412,#N/A N/A,27.02,65.3843,26.68,#N/A N/A,3200,29200,16.27,66.37,#N/A N/A,#N/A N/A,12.82,103.6818,22.24,38.32,14.84,32.27,#N/A N/A,12.565,31.48,40.44,34.69,15.96,49.65,73.88,#N/A N/A,#N/A N/A,108.85,#N/A N/A,26.73,#N/A N/A,13.74,2421.5,9.71,53.74,16,#N/A N/A,25.59,32.31,#N/A N/A,#N/A N/A,9360,#N/A N/A,19.63,81.3,#N/A N/A,36.875,#N/A N/A,11.85,67.28,2.598,#N/A N/A,18.2625,18.85,24.48,#N/A N/A,#N/A N/A,#N/A N/A,52.93,29.64,10.715,80.34,23.15,#N/A N/A,#N/A N/A,45.45,126.97,82.68,29.58,15.77,5.606,28.235,#N/A N/A,10200,#N/A N/A,19.54,5.4,31.04,19.41,6.99,13.08,2720,101.367,#N/A N/A,133.85,58.881
2/17/2011,312.933,#N/A N/A,27.21,65.9124,26.24,#N/A N/A,3190,29100,16.2,67.21,#N/A N/A,#N/A N/A,13.025,103.6024,21.77,38.44,14.81,32.49,#N/A N/A,12.61,32.5,40.72,34.98,16.44,50.08,73.06,#N/A N/A,#N/A N/A,102.86,#N/A N/A,25.58,#N/A N/A,13.85,2443,9.6542,53.15,15.97,#N/A N/A,25.99,32.03,#N/A N/A,#N/A N/A,9310,#N/A N/A,19.7,82.46,#N/A N/A,37.5,#N/A N/A,11.775,67.38,2.59,#N/A N/A,18.46,19.31,24.73,#N/A N/A,#N/A N/A,#N/A N/A,53,29.52,10.63,80.49,23.03,#N/A N/A,#N/A N/A,47.7,125.87,83.26,29.53,15.73,5.624,28.79,#N/A N/A,9930,#N/A N/A,21.11,5.38,31.5,19.1,6.96,13.26,2787,101.668,#N/A N/A,134.25,58.86
2/18/2011,315.345,#N/A N/A,27.06,65.4503,26.82,#N/A N/A,3240,29400,16.29,67.4,#N/A N/A,#N/A N/A,13.015,105.1123,21.65,38.865,14.75,32.06,#N/A N/A,12.835,33.51,41.64,35.39,16.46,50.33,73.67,#N/A N/A,#N/A N/A,102.86,#N/A N/A,25.99,#N/A N/A,13.84,2466.5,9.6263,51.9,15.79,#N/A N/A,25.99,32.07,#N/A N/A,#N/A N/A,9270,#N/A N/A,19.7,81.81,#N/A N/A,36.99,#N/A N/A,11.92,68.15,2.61,#N/A N/A,18.4725,19.35,24.79,#N/A N/A,#N/A N/A,#N/A N/A,53.01,29.25,10.7575,83.38,23.42,#N/A N/A,#N/A N/A,46,126.24,83.35,29.49,15.76,5.63,29.455,#N/A N/A,10100,#N/A N/A,21.89,5.39,31.19,19.07,7.53,13.46,2856,101.489,#N/A N/A,134.53,58.73
2/21/2011,315.345,#N/A N/A,27.06,61.6877,26.82,#N/A N/A,3420,28800,16.29,67.4,#N/A N/A,#N/A N/A,13.015,105.1123,21.17,38.865,14.75,32.06,#N/A N/A,12.835,33.51,40.88,35.39,16.46,50.33,73.06,#N/A N/A,#N/A N/A,104.62,#N/A N/A,25.52,#N/A N/A,13.84,2450,9.6263,51.9,15.79,#N/A N/A,25.99,32.07,#N/A N/A,#N/A N/A,9360,#N/A N/A,19.7,81.81,#N/A N/A,36.99,#N/A N/A,11.74,68.15,2.62,#N/A N/A,18.4725,19.35,24.79,#N/A N/A,#N/A N/A,#N/A N/A,53.01,29.25,10.7575,83.38,23.65,#N/A N/A,#N/A N/A,46,126.24,83.35,29.49,15.76,5.522,29.455,#N/A N/A,9900,#N/A N/A,21.89,5.4,31.19,19.07,7.53,13.46,2852,101.489,#N/A N/A,134.53,58.73
2/22/2011,305.401,#N/A N/A,26.59,60.5655,26.16,#N/A N/A,3285,28800,16.18,65.29,#N/A N/A,#N/A N/A,12.845,103.0991,21.05,37.775,14.18,30.8,#N/A N/A,12.565,31.96,39.24,33.74,15.98,51.42,71.02,#N/A N/A,#N/A N/A,102.51,#N/A N/A,24.57,#N/A N/A,13.49,2439.5,9.431,51.07,15.38,#N/A N/A,25.53,30.91,#N/A N/A,#N/A N/A,9060,#N/A N/A,19.61,80.96,#N/A N/A,36.575,#N/A N/A,11.64,67.96,2.62,#N/A N/A,18.425,19.05,24.74,#N/A N/A,#N/A N/A,#N/A N/A,53.19,28.48,10.565,82.95,23.46,#N/A N/A,#N/A N/A,44.51,124.6,81.21,28.31,15.6,5.48,29.15,#N/A N/A,9610,#N/A N/A,20.23,5.39,30.42,18.71,7.25,13.67,2807,101.433,#N/A N/A,131.83,57.03
2/23/2011,305.956,#N/A N/A,26.59,61.0276,25.52,#N/A N/A,3250,27600,16.37,64.93,#N/A N/A,#N/A N/A,12.475,101.2713,20.85,36.955,14.17,30.64,#N/A N/A,12.44,32,38.68,33.38,15.61,50.48,70.31,#N/A N/A,#N/A N/A,102.51,#N/A N/A,24.57,#N/A N/A,12.96,2413,9.4682,50.26,15.18,#N/A N/A,24.53,29.99,#N/A N/A,#N/A N/A,8930,#N/A N/A,19.58,79.7,#N/A N/A,35.89,#N/A N/A,11.26,67.43,2.64,#N/A N/A,18.445,18.93,24.71,#N/A N/A,#N/A N/A,#N/A N/A,53.46,27.97,10.575,80.48,23.22,#N/A N/A,#N/A N/A,43.01,119.54,79.81,27.86,15.66,5.445,28.595,#N/A N/A,9620,#N/A N/A,19.9,5.41,30.44,18,7.22,13.375,2758,100.586,#N/A N/A,131.02,56.56
2/24/2011,304.705,#N/A N/A,26.77,60.7305,27.06,#N/A N/A,3235,26900,16.7,66.09,#N/A N/A,#N/A N/A,11.9,101.4567,20.77,37.465,13.97,30.91,#N/A N/A,12.47,32.49,39.1,33.45,15.32,52.28,70.31,#N/A N/A,#N/A N/A,103.21,#N/A N/A,24.77,#N/A N/A,13.02,2396.5,9.3752,52,15.16,#N/A N/A,24.74,30.57,#N/A N/A,#N/A N/A,8680,#N/A N/A,19.5,82.4,#N/A N/A,36.8,#N/A N/A,11.665,67.41,2.6,#N/A N/A,18.24,19.03,24.71,#N/A N/A,#N/A N/A,#N/A N/A,53.1,28.35,10.525,81.6,22.99,#N/A N/A,#N/A N/A,43.75,122.51,80.318,28.36,17,5.391,28.37,#N/A N/A,9600,#N/A N/A,20.2,5.39,30.77,18.57,7.28,13.41,2698,99.326,#N/A N/A,130.93,56.855
2/25/2011,305.316,#N/A N/A,26.55,61.8527,28.22,#N/A N/A,3305,28000,17.19,66.52,#N/A N/A,#N/A N/A,11.7988,102.5163,20.66,38.255,14.2,31.58,#N/A N/A,12.63,32.06,39.92,34.63,15.52,51.95,71.02,#N/A N/A,#N/A N/A,103.57,#N/A N/A,24.91,#N/A N/A,13.18,2466.5,9.6449,52.36,15.34,#N/A N/A,25.32,31,#N/A N/A,#N/A N/A,8850,#N/A N/A,19.59,82.25,#N/A N/A,37.485,#N/A N/A,12,67.98,2.58,#N/A N/A,18.66,19.29,24.94,#N/A N/A,#N/A N/A,#N/A N/A,53.15,28,10.745,82.44,22.44,#N/A N/A,#N/A N/A,44.73,126.56,82.18,28.92,17.51,5.534,28.68,#N/A N/A,9700,#N/A N/A,13.89,5.35,31,18.47,7.53,13.575,2725,100.586,#N/A N/A,132.33,57.65
2/28/2011,306.997,#N/A N/A,26.58,61.4896,28.8,#N/A N/A,3355,28350,16.66,66.47,#N/A N/A,#N/A N/A,11.88,103.0196,20.96,38.435,14.29,31.72,#N/A N/A,12.88,31.99,41.2,34.5,15.76,52.32,71.02,#N/A N/A,#N/A N/A,103.57,#N/A N/A,24.91,#N/A N/A,12.97,2462,9.8216,52.55,15.35,#N/A N/A,25.55,31.41,#N/A N/A,#N/A N/A,8850,#N/A N/A,19.47,82.19,#N/A N/A,37.43,#N/A N/A,12.045,67.76,2.66,#N/A N/A,18.86,19.87,25.37,#N/A N/A,#N/A N/A,#N/A N/A,53.56,28.25,10.7625,83.05,22.1,#N/A N/A,#N/A N/A,45.38,126.54,82.268,29.04,18.06,5.569,28.705,#N/A N/A,9520,#N/A N/A,13.23,5.43,30.92,18.52,7.47,13.7,2815,103.463,#N/A N/A,133.15,57.7689
3/1/2011,300.671,#N/A N/A,26.16,60.3014,28.52,#N/A N/A,3375,28350,16.36,65.98,#N/A N/A,#N/A N/A,11.75,102.3838,20.65,37.245,13.93,30.64,#N/A N/A,12.64,30.7,42.24,33.97,15.51,52.2,72.45,#N/A N/A,#N/A N/A,105.33,#N/A N/A,25.31,#N/A N/A,12.84,2470.5,9.4868,52.47,15.02,#N/A N/A,25.11,30.24,#N/A N/A,#N/A N/A,8890,#N/A N/A,19.44,82.09,#N/A N/A,37.32,#N/A N/A,12.025,67.86,2.684,#N/A N/A,18.6825,19.22,25.12,#N/A N/A,#N/A N/A,#N/A N/A,52.99,28.28,10.69,82.04,22.59,#N/A N/A,#N/A N/A,44.71,125.75,80.62,28.47,17.9,5.532,28.28,#N/A N/A,9520,#N/A N/A,13.52,5.46,30.78,18.5,7.27,13.535,2823,100.643,#N/A N/A,130.93,56.84
3/2/2011,300.686,#N/A N/A,26.0775,60.4335,28.4,#N/A N/A,3255,27550,17.39,66.81,#N/A N/A,#N/A N/A,11.79,101.6686,20.32,37.285,13.83,29.76,#N/A N/A,12.535,30.07,41.92,34.48,15.61,52.66,72.14,#N/A N/A,#N/A N/A,104.27,#N/A N/A,24.91,#N/A N/A,13.05,2451,9.3752,52.3,15.35,#N/A N/A,25.74,30.43,#N/A N/A,#N/A N/A,8460,#N/A N/A,19.53,82.47,#N/A N/A,37.21,#N/A N/A,11.93,67.75,2.686,#N/A N/A,18.6275,19.42,25.05,#N/A N/A,#N/A N/A,#N/A N/A,53.17,28.27,10.715,82.43,22.45,#N/A N/A,#N/A N/A,44.84,115.66,80.96,28.5,17.9,5.46,28.185,#N/A N/A,9320,#N/A N/A,13.73,5.45,30.49,19.22,7.16,13.605,2806,99.129,#N/A N/A,131.21,57.14
3/3/2011,305.075,#N/A N/A,26.2,59.5423,29.88,#N/A N/A,3410,28450,17.67,68.8,#N/A N/A,#N/A N/A,11.965,102.7017,19.78,38.42,14.27,30.97,#N/A N/A,12.885,30.7,42.32,35.05,15.97,53.03,72.86,#N/A N/A,#N/A N/A,106.03,#N/A N/A,26.6,#N/A N/A,13.35,2501.5,9.3752,52.08,15.5,#N/A N/A,26.43,30.66,#N/A N/A,#N/A N/A,8420,#N/A N/A,19.65,82.59,#N/A N/A,37.21,#N/A N/A,11.91,68.83,2.71,#N/A N/A,19.0425,19.59,25.44,#N/A N/A,#N/A N/A,#N/A N/A,53.97,27.98,10.9425,84.65,22.27,#N/A N/A,#N/A N/A,49.01,118.83,82.8,29.32,18.31,5.504,28.65,#N/A N/A,9480,#N/A N/A,13.7,5.51,30.89,19.63,7.47,13.805,2883,100.962,#N/A N/A,133.47,58.265
3/4/2011,300.601,#N/A N/A,25.9525,59.7403,29.82,#N/A N/A,3450,29200,17.68,67.99,#N/A N/A,#N/A N/A,11.9,101.9865,19.695,38.16,14.12,30.92,#N/A N/A,12.775,30.75,44.2,35.27,15.93,52.94,72.45,#N/A N/A,#N/A N/A,105.68,#N/A N/A,26.13,#N/A N/A,13.02,2483,9.2822,51.65,15.41,#N/A N/A,26.11,31.39,#N/A N/A,#N/A N/A,8420,#N/A N/A,19.58,82.6,#N/A N/A,37.075,#N/A N/A,11.855,68.39,2.762,#N/A N/A,19.095,20.15,25.32,#N/A N/A,#N/A N/A,#N/A N/A,54.33,28.47,10.93,87,22.79,#N/A N/A,#N/A N/A,48.11,119.24,82.44,28.97,18.78,5.545,28.555,#N/A N/A,9630,#N/A N/A,13.81,5.53,30.81,19.52,7.54,13.71,2914,100.276,#N/A N/A,132.47,57.9675
3/7/2011,296.117,#N/A N/A,25.72,58.8822,29.96,#N/A N/A,3390,28900,17.43,67.91,#N/A N/A,#N/A N/A,11.93,100.8739,19.3,37.955,14.03,30.47,#N/A N/A,12.71,30.36,43.32,34.72,15.96,53.39,71.94,#N/A N/A,#N/A N/A,105.68,#N/A N/A,26.26,#N/A N/A,12.69,2468.5,9.152,51.3,15.37,#N/A N/A,25.53,31.01,#N/A N/A,#N/A N/A,8320,#N/A N/A,19.58,81.99,#N/A N/A,36.94,#N/A N/A,11.985,67.91,2.762,#N/A N/A,19.17,19.75,25.38,#N/A N/A,#N/A N/A,#N/A N/A,54.17,27.9,10.81,86.01,22.05,#N/A N/A,#N/A N/A,46.07,115.81,81.09,28.75,18.86,5.522,28.195,#N/A N/A,9460,#N/A N/A,13.55,5.52,30.41,19.03,7.09,13.565,2908,99.618,#N/A N/A,131.43,57.19
3/8/2011,296.442,#N/A N/A,25.91,59.4103,30.08,#N/A N/A,3405,28650,17.51,68.33,#N/A N/A,#N/A N/A,11.965,101.1388,19.84,38.8925,14.69,31.11,#N/A N/A,12.78,30.44,44.44,35.29,16.24,53.69,72.76,#N/A N/A,#N/A N/A,104.62,#N/A N/A,26.19,#N/A N/A,12.8,2507,9.2636,51.51,14.8,#N/A N/A,26.43,32.65,#N/A N/A,#N/A N/A,8210,#N/A N/A,19.5,82.9,#N/A N/A,37.155,#N/A N/A,11.985,68.22,2.768,#N/A N/A,19.485,20.06,25.66,#N/A N/A,#N/A N/A,#N/A N/A,54.54,28.03,11.0638,87.12,21.89,#N/A N/A,#N/A N/A,49.59,118.45,82.41,29.445,19.58,5.599,28.685,#N/A N/A,9390,#N/A N/A,13.78,5.51,30.13,18.9,7.24,13.775,2885,100.821,#N/A N/A,132.58,57.42
3/9/2011,296.172,#N/A N/A,25.89,60.1364,30.22,#N/A N/A,3425,28400,17.42,69.4,#N/A N/A,#N/A N/A,11.9,100.7415,20.06,39.205,14.59,30.8,#N/A N/A,12.6555,30.17,44.84,35.13,16.37,53.91,73.27,#N/A N/A,#N/A N/A,102.86,#N/A N/A,26.4,#N/A N/A,12.83,2436.5,9.2822,51.64,15.56,#N/A N/A,26.56,32.53,#N/A N/A,#N/A N/A,8160,#N/A N/A,19.57,82.57,#N/A N/A,36.815,#N/A N/A,12.03,68.13,2.78,#N/A N/A,19.4575,20.03,25.81,#N/A N/A,#N/A N/A,#N/A N/A,54.9,28,11.0625,86.97,22.04,#N/A N/A,#N/A N/A,46.6,118.31,82.08,29.83,19.8,5.675,28.655,#N/A N/A,9370,#N/A N/A,14.1,5.51,30.12,19.01,7.56,13.885,2830,100.154,#N/A N/A,132.39,57.03
3/10/2011,290.431,#N/A N/A,25.41,59.1132,29.78,#N/A N/A,3355,27700,17.23,68.45,#N/A N/A,#N/A N/A,11.7,100.2911,19.785,38.055,14.26,29.94,#N/A N/A,12.36,30.25,43.64,34.86,16.08,53.63,71.94,#N/A N/A,#N/A N/A,98.99,#N/A N/A,25.58,#N/A N/A,12.63,2416.5,9.0962,51.16,15.67,#N/A N/A,25.47,32.98,#N/A N/A,#N/A N/A,8190,#N/A N/A,19.68,81.99,#N/A N/A,36.995,#N/A N/A,12.02,67.78,2.736,#N/A N/A,19.235,19.99,25.64,#N/A N/A,#N/A N/A,#N/A N/A,54.9,28.11,10.9175,85.01,21.82,#N/A N/A,#N/A N/A,45.26,113.67,79.97,29.53,19.64,5.504,28,#N/A N/A,9250,#N/A N/A,14.01,5.51,30.23,18.54,7.39,13.785,2726,99.091,#N/A N/A,129.9375,56.14
3/11/2011,288.634,#N/A N/A,25.68,58.4201,30.02,#N/A N/A,3290,27700,17.41,67.98,#N/A N/A,#N/A N/A,11.585,102.8342,19.655,38.185,14.38,30.28,#N/A N/A,12.475,30.51,43.32,34.61,16.18,53.73,71.22,#N/A N/A,#N/A N/A,97.93,#N/A N/A,25.04,#N/A N/A,13.08,2396,9.2543,51.53,15.99,#N/A N/A,25.92,32.61,#N/A N/A,#N/A N/A,8040,#N/A N/A,20.47,81.99,#N/A N/A,37.03,#N/A N/A,12.2,68.08,2.728,#N/A N/A,19.29,20.12,25.05,#N/A N/A,#N/A N/A,#N/A N/A,55.04,28.82,10.83,85.37,22,#N/A N/A,#N/A N/A,45.5,112.06,80.18,29.84,19.49,5.353,27.735,#N/A N/A,9050,#N/A N/A,13.66,5.4,30.17,18.74,7.4,13.87,2670,100.474,#N/A N/A,130.84,56.49
